Gene	GOID	ONTOLOGY	TERM
TRIREDRAFT_102461	GO:0005524	MF	ATP binding
TRIREDRAFT_102461	GO:0003677	MF	DNA binding
TRIREDRAFT_102461	GO:0016787	MF	hydrolase activity
TRIREDRAFT_102464	GO:0046983	MF	protein dimerization activity
TRIREDRAFT_102467	GO:0005515	MF	protein binding
TRIREDRAFT_102482	GO:0005524	MF	ATP binding
TRIREDRAFT_102482	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_102482	GO:0004672	MF	protein kinase activity
TRIREDRAFT_102487	GO:0005506	MF	iron ion binding
TRIREDRAFT_102487	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102487	GO:0020037	MF	heme binding
TRIREDRAFT_102487	GO:0016705	MF	oxidoreductase activity
TRIREDRAFT_102487	GO:0005506	MF	 acting on paired donors
TRIREDRAFT_102487	GO:0020037	MF	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_102487	GO:0055114	BP	iron ion binding
TRIREDRAFT_102487	GO:0016705	MF	heme binding
TRIREDRAFT_102487	GO:0016705	MF	oxidation-reduction process
TRIREDRAFT_102487	GO:0055114	BP	oxidoreductase activity
TRIREDRAFT_102497	GO:0006355	BP	regulation of transcription
TRIREDRAFT_102497	GO:0008270	MF	 DNA-templated
TRIREDRAFT_102497	GO:0042025	CC	zinc ion binding
TRIREDRAFT_102497	GO:0000981	MF	host cell nucleus
TRIREDRAFT_102497	GO:0005634	CC	DNA-binding transcription factor activity
TRIREDRAFT_102497	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_102497	GO:0003677	MF	nucleus
TRIREDRAFT_102497	GO:0006351	BP	zinc ion binding
TRIREDRAFT_102497	GO:0008270	MF	DNA binding
TRIREDRAFT_102497	GO:0006355	BP	transcription
TRIREDRAFT_102497	GO:0042025	CC	 DNA-templated
TRIREDRAFT_102497	GO:0000981	MF	zinc ion binding
TRIREDRAFT_102499	GO:0008270	MF	zinc ion binding
TRIREDRAFT_102499	GO:0006355	BP	regulation of transcription
TRIREDRAFT_102499	GO:0042025	CC	 DNA-templated
TRIREDRAFT_102499	GO:0000981	MF	host cell nucleus
TRIREDRAFT_102499	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_102499	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_102499	GO:0042025	CC	regulation of transcription
TRIREDRAFT_102499	GO:0000981	MF	 DNA-templated
TRIREDRAFT_102499	GO:0005634	CC	zinc ion binding
TRIREDRAFT_102499	GO:0008270	MF	host cell nucleus
TRIREDRAFT_102499	GO:0003677	MF	DNA-binding transcription factor activity
TRIREDRAFT_102499	GO:0006351	BP	 RNA polymerase II-specific
TRIREDRAFT_102512	GO:0005515	MF	protein binding
TRIREDRAFT_102512	GO:0007062	BP	sister chromatid cohesion
TRIREDRAFT_102512	GO:0008278	CC	cohesin complex
TRIREDRAFT_102554	GO:0005688	CC	U6 snRNP
TRIREDRAFT_102554	GO:0046540	CC	U4/U6 x U5 tri-snRNP complex
TRIREDRAFT_102554	GO:0000398	BP	mRNA splicing
TRIREDRAFT_102559	GO:0016021	CC	integral component of membrane
TRIREDRAFT_102559	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_102561	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_102561	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102561	GO:0050660	MF	flavin adenine dinucleotide binding
TRIREDRAFT_102561	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_102561	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102561	GO:0071949	MF	FAD binding
TRIREDRAFT_102561	GO:0050660	MF	flavin adenine dinucleotide binding
TRIREDRAFT_102572	GO:0006364	BP	rRNA processing
TRIREDRAFT_102572	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
TRIREDRAFT_102572	GO:0003677	MF	DNA binding
TRIREDRAFT_102572	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
TRIREDRAFT_102579	GO:0010390	BP	histone monoubiquitination
TRIREDRAFT_102579	GO:0004842	MF	ubiquitin-protein transferase activity
TRIREDRAFT_102581	GO:0006289	BP	nucleotide-excision repair
TRIREDRAFT_102581	GO:0043161	BP	proteasome-mediated ubiquitin-dependent protein catabolic process
TRIREDRAFT_102581	GO:0003684	MF	damaged DNA binding
TRIREDRAFT_102581	GO:0042025	CC	host cell nucleus
TRIREDRAFT_102581	GO:0006289	BP	nucleotide-excision repair
TRIREDRAFT_102581	GO:0005515	MF	protein binding
TRIREDRAFT_102581	GO:0006289	BP	nucleotide-excision repair
TRIREDRAFT_102581	GO:0003684	MF	damaged DNA binding
TRIREDRAFT_102581	GO:0043161	BP	proteasome-mediated ubiquitin-dependent protein catabolic process
TRIREDRAFT_102593	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_102603	GO:0000398	BP	mRNA splicing
TRIREDRAFT_102612	GO:0005524	MF	ATP binding
TRIREDRAFT_102612	GO:0035299	MF	inositol pentakisphosphate 2-kinase activity
TRIREDRAFT_102616	GO:0005515	MF	protein binding
TRIREDRAFT_102617	GO:0006890	BP	retrograde vesicle-mediated transport
TRIREDRAFT_102617	GO:0016021	CC	 Golgi to endoplasmic reticulum
TRIREDRAFT_102640	GO:0006383	BP	transcription by RNA polymerase III
TRIREDRAFT_102652	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_102652	GO:0008270	MF	zinc ion binding
TRIREDRAFT_102655	GO:0008081	MF	phosphoric diester hydrolase activity
TRIREDRAFT_102655	GO:0007165	BP	signal transduction
TRIREDRAFT_102655	GO:0004114	MF	3'
TRIREDRAFT_102659	GO:0005525	MF	GTP binding
TRIREDRAFT_102672	GO:0005515	MF	protein binding
TRIREDRAFT_102676	GO:0006351	BP	transcription
TRIREDRAFT_102676	GO:0003677	MF	 DNA-templated
TRIREDRAFT_102676	GO:0003899	MF	DNA binding
TRIREDRAFT_102676	GO:0006351	BP	DNA-directed 5'-3' RNA polymerase activity
TRIREDRAFT_102676	GO:0046983	MF	transcription
TRIREDRAFT_102694	GO:0007064	BP	mitotic sister chromatid cohesion
TRIREDRAFT_102700	GO:0004820	MF	glycine-tRNA ligase activity
TRIREDRAFT_102700	GO:0000166	MF	nucleotide binding
TRIREDRAFT_102700	GO:0005737	CC	cytoplasm
TRIREDRAFT_102700	GO:0005524	MF	ATP binding
TRIREDRAFT_102700	GO:0006426	BP	glycyl-tRNA aminoacylation
TRIREDRAFT_102700	GO:0000166	MF	nucleotide binding
TRIREDRAFT_102700	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_102700	GO:0005524	MF	ATP binding
TRIREDRAFT_102700	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_102705	GO:0003677	MF	DNA binding
TRIREDRAFT_102711	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_102711	GO:0004672	MF	protein kinase activity
TRIREDRAFT_102711	GO:0005524	MF	ATP binding
TRIREDRAFT_102711	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_102711	GO:0004672	MF	protein kinase activity
TRIREDRAFT_102744	GO:0009058	BP	biosynthetic process
TRIREDRAFT_102744	GO:0004049	MF	anthranilate synthase activity
TRIREDRAFT_102744	GO:0000162	BP	tryptophan biosynthetic process
TRIREDRAFT_102766	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_102766	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102769	GO:0005515	MF	protein binding
TRIREDRAFT_102794	GO:0003723	MF	RNA binding
TRIREDRAFT_102794	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_102816	GO:0005634	CC	nucleus
TRIREDRAFT_102816	GO:0008270	MF	zinc ion binding
TRIREDRAFT_102816	GO:0003677	MF	DNA binding
TRIREDRAFT_102816	GO:0006351	BP	transcription
TRIREDRAFT_102816	GO:0006355	BP	 DNA-templated
TRIREDRAFT_102816	GO:0008270	MF	regulation of transcription
TRIREDRAFT_102816	GO:0042025	CC	 DNA-templated
TRIREDRAFT_102816	GO:0000981	MF	zinc ion binding
TRIREDRAFT_102816	GO:0008270	MF	host cell nucleus
TRIREDRAFT_102816	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_102816	GO:0042025	CC	 RNA polymerase II-specific
TRIREDRAFT_102816	GO:0000981	MF	zinc ion binding
TRIREDRAFT_102820	GO:0005507	MF	copper ion binding
TRIREDRAFT_102820	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_102820	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102820	GO:0005507	MF	copper ion binding
TRIREDRAFT_102820	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102836	GO:0016021	CC	integral component of membrane
TRIREDRAFT_102846	GO:0005515	MF	protein binding
TRIREDRAFT_102855	GO:0008168	MF	methyltransferase activity
TRIREDRAFT_102855	GO:0002098	BP	tRNA wobble uridine modification
TRIREDRAFT_102855	GO:0016300	MF	tRNA (uracil) methyltransferase activity
TRIREDRAFT_102863	GO:0005515	MF	protein binding
TRIREDRAFT_102870	GO:0005515	MF	protein binding
TRIREDRAFT_102910	GO:0005515	MF	protein binding
TRIREDRAFT_102910	GO:0005524	MF	ATP binding
TRIREDRAFT_102910	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_102910	GO:0004672	MF	protein kinase activity
TRIREDRAFT_102947	GO:0005515	MF	protein binding
TRIREDRAFT_102952	GO:0005515	MF	protein binding
TRIREDRAFT_102953	GO:0022857	MF	transmembrane transporter activity
TRIREDRAFT_102953	GO:0055085	BP	transmembrane transport
TRIREDRAFT_102953	GO:0022857	MF	transmembrane transporter activity
TRIREDRAFT_102957	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_102957	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_102973	GO:0006336	BP	DNA replication-independent nucleosome assembly
TRIREDRAFT_102976	GO:0008270	MF	zinc ion binding
TRIREDRAFT_102976	GO:0003899	MF	DNA-directed 5'-3' RNA polymerase activity
TRIREDRAFT_102976	GO:0006351	BP	transcription
TRIREDRAFT_102976	GO:0003677	MF	 DNA-templated
TRIREDRAFT_102976	GO:0003899	MF	DNA binding
TRIREDRAFT_102989	GO:0005515	MF	protein binding
TRIREDRAFT_102999	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_103012	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_103012	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103015	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_103015	GO:0010181	MF	FMN binding
TRIREDRAFT_103015	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103015	GO:0003824	MF	catalytic activity
TRIREDRAFT_103032	GO:0031177	MF	phosphopantetheine binding
TRIREDRAFT_103032	GO:0003824	MF	catalytic activity
TRIREDRAFT_103034	GO:0005634	CC	nucleus
TRIREDRAFT_103034	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103034	GO:0003677	MF	DNA binding
TRIREDRAFT_103034	GO:0006351	BP	transcription
TRIREDRAFT_103034	GO:0006355	BP	 DNA-templated
TRIREDRAFT_103034	GO:0008270	MF	regulation of transcription
TRIREDRAFT_103034	GO:0042025	CC	 DNA-templated
TRIREDRAFT_103034	GO:0000981	MF	zinc ion binding
TRIREDRAFT_103034	GO:0008270	MF	host cell nucleus
TRIREDRAFT_103034	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_103034	GO:0042025	CC	 RNA polymerase II-specific
TRIREDRAFT_103034	GO:0000981	MF	zinc ion binding
TRIREDRAFT_103039	GO:0008236	MF	serine-type peptidase activity
TRIREDRAFT_103039	GO:0006508	BP	proteolysis
TRIREDRAFT_103041	GO:0016811	MF	hydrolase activity
TRIREDRAFT_103049	GO:0004650	MF	polygalacturonase activity
TRIREDRAFT_103049	GO:0005975	BP	carbohydrate metabolic process
TRIREDRAFT_103060	GO:0006508	BP	proteolysis
TRIREDRAFT_103060	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103060	GO:0008236	MF	serine-type peptidase activity
TRIREDRAFT_103060	GO:0006508	BP	proteolysis
TRIREDRAFT_103063	GO:0046872	MF	metal ion binding
TRIREDRAFT_103064	GO:0005515	MF	protein binding
TRIREDRAFT_103073	GO:0006508	BP	proteolysis
TRIREDRAFT_103073	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103073	GO:0008236	MF	serine-type peptidase activity
TRIREDRAFT_103073	GO:0006508	BP	proteolysis
TRIREDRAFT_103103	GO:0008080	MF	N-acetyltransferase activity
TRIREDRAFT_103119	GO:0070573	MF	metallodipeptidase activity
TRIREDRAFT_103119	GO:0006508	BP	proteolysis
TRIREDRAFT_103122	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103122	GO:0008270	MF	 DNA-templated
TRIREDRAFT_103122	GO:0042025	CC	zinc ion binding
TRIREDRAFT_103122	GO:0000981	MF	host cell nucleus
TRIREDRAFT_103122	GO:0005506	MF	DNA-binding transcription factor activity
TRIREDRAFT_103122	GO:0055114	BP	 RNA polymerase II-specific
TRIREDRAFT_103122	GO:0020037	MF	iron ion binding
TRIREDRAFT_103122	GO:0016705	MF	oxidation-reduction process
TRIREDRAFT_103122	GO:0008270	MF	heme binding
TRIREDRAFT_103122	GO:0006355	BP	oxidoreductase activity
TRIREDRAFT_103122	GO:0042025	CC	 acting on paired donors
TRIREDRAFT_103122	GO:0000981	MF	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_103122	GO:0005506	MF	zinc ion binding
TRIREDRAFT_103122	GO:0055114	BP	regulation of transcription
TRIREDRAFT_103122	GO:0020037	MF	 DNA-templated
TRIREDRAFT_103122	GO:0016705	MF	host cell nucleus
TRIREDRAFT_103122	GO:0004497	MF	DNA-binding transcription factor activity
TRIREDRAFT_103131	GO:0043386	BP	mycotoxin biosynthetic process
TRIREDRAFT_103132	GO:0051287	MF	NAD binding
TRIREDRAFT_103132	GO:0016620	MF	oxidoreductase activity
TRIREDRAFT_103132	GO:0055114	BP	 acting on the aldehyde or oxo group of donors
TRIREDRAFT_103132	GO:0003942	MF	 NAD or NADP as acceptor
TRIREDRAFT_103132	GO:0006526	BP	oxidation-reduction process
TRIREDRAFT_103132	GO:0055114	BP	N-acetyl-gamma-glutamyl-phosphate reductase activity
TRIREDRAFT_103136	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_103136	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103136	GO:0003824	MF	catalytic activity
TRIREDRAFT_103136	GO:0010181	MF	FMN binding
TRIREDRAFT_103136	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_103136	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103136	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_103138	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103138	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103138	GO:0042025	CC	 DNA-templated
TRIREDRAFT_103138	GO:0000981	MF	host cell nucleus
TRIREDRAFT_103138	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_103138	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_103138	GO:0042025	CC	regulation of transcription
TRIREDRAFT_103138	GO:0000981	MF	 DNA-templated
TRIREDRAFT_103147	GO:0005506	MF	iron ion binding
TRIREDRAFT_103147	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103147	GO:0020037	MF	heme binding
TRIREDRAFT_103147	GO:0016705	MF	oxidoreductase activity
TRIREDRAFT_103147	GO:0005506	MF	 acting on paired donors
TRIREDRAFT_103147	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_103147	GO:0020037	MF	iron ion binding
TRIREDRAFT_103147	GO:0016712	MF	oxidation-reduction process
TRIREDRAFT_103147	GO:0016705	MF	heme binding
TRIREDRAFT_103147	GO:0055114	BP	oxidoreductase activity
TRIREDRAFT_103147	GO:0005506	MF	 acting on paired donors
TRIREDRAFT_103147	GO:0020037	MF	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_103147	GO:0055114	BP	 reduced flavin or flavoprotein as one donor
TRIREDRAFT_103147	GO:0004497	MF	 and incorporation of one atom of oxygen
TRIREDRAFT_103149	GO:0005524	MF	ATP binding
TRIREDRAFT_103156	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_103158	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103158	GO:0008270	MF	 DNA-templated
TRIREDRAFT_103158	GO:0042025	CC	zinc ion binding
TRIREDRAFT_103158	GO:0000981	MF	host cell nucleus
TRIREDRAFT_103158	GO:0008270	MF	DNA-binding transcription factor activity
TRIREDRAFT_103158	GO:0006355	BP	 RNA polymerase II-specific
TRIREDRAFT_103158	GO:0042025	CC	zinc ion binding
TRIREDRAFT_103158	GO:0000981	MF	regulation of transcription
TRIREDRAFT_103158	GO:0005634	CC	 DNA-templated
TRIREDRAFT_103158	GO:0008270	MF	host cell nucleus
TRIREDRAFT_103158	GO:0003677	MF	DNA-binding transcription factor activity
TRIREDRAFT_103158	GO:0006351	BP	 RNA polymerase II-specific
TRIREDRAFT_103177	GO:0005515	MF	protein binding
TRIREDRAFT_103180	GO:0005515	MF	protein binding
TRIREDRAFT_103209	GO:0003712	MF	transcription coregulator activity
TRIREDRAFT_103209	GO:0006357	BP	regulation of transcription by RNA polymerase II
TRIREDRAFT_103209	GO:0016592	CC	mediator complex
TRIREDRAFT_103215	GO:0005506	MF	iron ion binding
TRIREDRAFT_103215	GO:0020037	MF	heme binding
TRIREDRAFT_103215	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103215	GO:0004497	MF	monooxygenase activity
TRIREDRAFT_103215	GO:0005506	MF	iron ion binding
TRIREDRAFT_103215	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103215	GO:0020037	MF	heme binding
TRIREDRAFT_103215	GO:0016705	MF	oxidoreductase activity
TRIREDRAFT_103215	GO:0005506	MF	 acting on paired donors
TRIREDRAFT_103215	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_103215	GO:0020037	MF	iron ion binding
TRIREDRAFT_103215	GO:0016712	MF	oxidation-reduction process
TRIREDRAFT_103215	GO:0016705	MF	heme binding
TRIREDRAFT_103215	GO:0055114	BP	oxidoreductase activity
TRIREDRAFT_103222	GO:0006412	BP	translation
TRIREDRAFT_103222	GO:0005840	CC	ribosome
TRIREDRAFT_103222	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_103222	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103222	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_103230	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103230	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103230	GO:0042025	CC	 DNA-templated
TRIREDRAFT_103230	GO:0000981	MF	host cell nucleus
TRIREDRAFT_103230	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_103230	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_103230	GO:0042025	CC	regulation of transcription
TRIREDRAFT_103230	GO:0000981	MF	 DNA-templated
TRIREDRAFT_103230	GO:0005634	CC	zinc ion binding
TRIREDRAFT_103230	GO:0008270	MF	host cell nucleus
TRIREDRAFT_103230	GO:0003677	MF	DNA-binding transcription factor activity
TRIREDRAFT_103230	GO:0006351	BP	 RNA polymerase II-specific
TRIREDRAFT_103273	GO:0005515	MF	protein binding
TRIREDRAFT_103273	GO:0033588	CC	Elongator holoenzyme complex
TRIREDRAFT_103273	GO:0002098	BP	tRNA wobble uridine modification
TRIREDRAFT_103282	GO:0030036	BP	actin cytoskeleton organization
TRIREDRAFT_103282	GO:0005856	CC	cytoskeleton
TRIREDRAFT_103311	GO:0005515	MF	protein binding
TRIREDRAFT_103321	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103321	GO:0000245	BP	spliceosomal complex assembly
TRIREDRAFT_103321	GO:0006397	BP	mRNA processing
TRIREDRAFT_103321	GO:0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
TRIREDRAFT_103321	GO:0016579	BP	protein deubiquitination
TRIREDRAFT_103322	GO:0003743	MF	translation initiation factor activity
TRIREDRAFT_103322	GO:0006413	BP	translational initiation
TRIREDRAFT_103322	GO:0003723	MF	RNA binding
TRIREDRAFT_103322	GO:0005737	CC	cytoplasm
TRIREDRAFT_103322	GO:0003723	MF	RNA binding
TRIREDRAFT_103322	GO:0003743	MF	translation initiation factor activity
TRIREDRAFT_103322	GO:0006413	BP	translational initiation
TRIREDRAFT_103348	GO:0003723	MF	RNA binding
TRIREDRAFT_103348	GO:0003723	MF	RNA binding
TRIREDRAFT_103348	GO:0000178	CC	exosome (RNase complex)
TRIREDRAFT_103350	GO:0032543	BP	mitochondrial translation
TRIREDRAFT_103350	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_103372	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103372	GO:0003700	MF	 DNA-templated
TRIREDRAFT_103372	GO:0003700	MF	DNA-binding transcription factor activity
TRIREDRAFT_103372	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_103372	GO:0003677	MF	regulation of transcription
TRIREDRAFT_103376	GO:0005634	CC	nucleus
TRIREDRAFT_103376	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_103376	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103376	GO:0000387	BP	spliceosomal snRNP assembly
TRIREDRAFT_103376	GO:0005685	CC	U1 snRNP
TRIREDRAFT_103376	GO:0000398	BP	mRNA splicing
TRIREDRAFT_103376	GO:0003676	MF	 via spliceosome
TRIREDRAFT_103376	GO:0008270	MF	nucleic acid binding
TRIREDRAFT_103376	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103395	GO:0005524	MF	ATP binding
TRIREDRAFT_103403	GO:0005515	MF	protein binding
TRIREDRAFT_103451	GO:0003824	MF	catalytic activity
TRIREDRAFT_103451	GO:0006099	BP	tricarboxylic acid cycle
TRIREDRAFT_103451	GO:0005524	MF	ATP binding
TRIREDRAFT_103451	GO:0046872	MF	metal ion binding
TRIREDRAFT_103451	GO:0005524	MF	ATP binding
TRIREDRAFT_103458	GO:0016998	BP	cell wall macromolecule catabolic process
TRIREDRAFT_103458	GO:0003796	MF	lysozyme activity
TRIREDRAFT_103458	GO:0009253	BP	peptidoglycan catabolic process
TRIREDRAFT_103463	GO:0005515	MF	protein binding
TRIREDRAFT_103470	GO:0003968	MF	RNA-directed 5'-3' RNA polymerase activity
TRIREDRAFT_103482	GO:0046872	MF	metal ion binding
TRIREDRAFT_103487	GO:0005515	MF	protein binding
TRIREDRAFT_103506	GO:0005634	CC	nucleus
TRIREDRAFT_103506	GO:0042254	BP	ribosome biogenesis
TRIREDRAFT_103506	GO:0005525	MF	GTP binding
TRIREDRAFT_103506	GO:0042254	BP	ribosome biogenesis
TRIREDRAFT_103517	GO:0016787	MF	hydrolase activity
TRIREDRAFT_103537	GO:0008080	MF	N-acetyltransferase activity
TRIREDRAFT_103563	GO:0008703	MF	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
TRIREDRAFT_103563	GO:0009231	BP	riboflavin biosynthetic process
TRIREDRAFT_103563	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_103599	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_103625	GO:0043248	BP	proteasome assembly
TRIREDRAFT_103703	GO:0008270	MF	zinc ion binding
TRIREDRAFT_103703	GO:0005779	CC	integral component of peroxisomal membrane
TRIREDRAFT_103703	GO:0006625	BP	protein targeting to peroxisome
TRIREDRAFT_103703	GO:0008022	MF	protein C-terminus binding
TRIREDRAFT_103720	GO:0003779	MF	actin binding
TRIREDRAFT_103720	GO:0034316	BP	negative regulation of Arp2/3 complex-mediated actin nucleation
TRIREDRAFT_103720	GO:0071933	MF	Arp2/3 complex binding
TRIREDRAFT_103751	GO:0006355	BP	regulation of transcription
TRIREDRAFT_103751	GO:0008270	MF	 DNA-templated
TRIREDRAFT_103751	GO:0042025	CC	zinc ion binding
TRIREDRAFT_103751	GO:0000981	MF	host cell nucleus
TRIREDRAFT_103751	GO:0008270	MF	DNA-binding transcription factor activity
TRIREDRAFT_103751	GO:0006355	BP	 RNA polymerase II-specific
TRIREDRAFT_103751	GO:0042025	CC	zinc ion binding
TRIREDRAFT_103751	GO:0000981	MF	regulation of transcription
TRIREDRAFT_103754	GO:0005524	MF	ATP binding
TRIREDRAFT_103754	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_103754	GO:0004672	MF	protein kinase activity
TRIREDRAFT_103756	GO:0006508	BP	proteolysis
TRIREDRAFT_103756	GO:0004176	MF	ATP-dependent peptidase activity
TRIREDRAFT_103756	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103756	GO:0006515	BP	protein quality control for misfolded or incompletely synthesized proteins
TRIREDRAFT_103756	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103756	GO:0004176	MF	ATP-dependent peptidase activity
TRIREDRAFT_103756	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103756	GO:0030163	BP	protein catabolic process
TRIREDRAFT_103756	GO:0005524	MF	ATP binding
TRIREDRAFT_103756	GO:0005524	MF	ATP binding
TRIREDRAFT_103756	GO:0006508	BP	proteolysis
TRIREDRAFT_103756	GO:0004252	MF	serine-type endopeptidase activity
TRIREDRAFT_103756	GO:0004176	MF	ATP-dependent peptidase activity
TRIREDRAFT_103756	GO:0005524	MF	ATP binding
